artist,track,lyrics
Miley Cyrus,Slide Away,"77 ContributorsTranslationsTrkePolskiPortugusSlide Away LyricsSlide Away is Mileys response to her public split from now-ex-husband Liam Hemsworth just eight days before the songs surprise-released on August 16, 2019. The lyrics are somber in nature, expressing Read More  Woo-ooh, woo-ooh, woo-ooh Woo-ooh, woo-ooh, woo-ooh  Once upon a time, it was paradise Once upon a time, I was paralyzed Think I'm gonna miss these harbor lights But it's time to let it go Once upon a time, it was made for us Woke up one day, it had turned to dust Baby, we were found, but now we're lost So it's time to let it go  I want my house in the hills Don't want the whiskey and pills I don't give up easily But I don't think I'm down  So won't you slide away? Back to the ocean, I'll go back to the city lights So won't you slide away? Back to the ocean, la-la-la, you'll slide away So won't you slide away? Back to the ocean, I'll go back to the city lights So won't you slide away? Back to the ocean, la-la-la, you'll slide away  Once upon a time, it was paradise Once upon a time, I was paralyzed Think I'm gonna miss these harbor lights But it's time to let it go Once upon a time, it was made for us (For us) Woke up one day, it had turned to dust Baby, we were found, but now we're lost So it's time to let it go  Move on, we're not seventeen I'm not who I used to be You say that everything changed You're right, we're grown now  So won't you slide away? Back to the ocean, I'll go back to the city lights So won't you slide away? Back to the ocean, la-la-la, you'll slide away So won't you slide away? Back to the ocean, I'll go back to the city lights So won't you slide away? Back to the ocean, la-la-la, you'll slide away  Move on, we're not seventeen I'm not who I used to be You say that everything changed You're right, we're grown now"
Miley Cyrus,Midnight Sky,"104 ContributorsTranslationsTrkeEspaolPortugusEnglishItalianoMagyarFranaisDeutscheskyPolskiMidnight Sky LyricsMidnight Sky is a disco-pop single by Miley Cyrus. It is her first single released in 2020, and follows her 2019 hit Slide Away. The song talks about her free spirit while addressing some of her past Read More  La, la, la-la, la  Yeah, it's been a long night and the mirror's telling me to go home But it's been a long time since I felt this good on my own (Uh) Lotta years went by with my hands tied up in your ropes (Your ropes) Forever and ever, no more (No more)  The midnight sky is the road I'm takin' Head high up in the clouds (Oh, oh)  I was born to run, I don't belong to anyone, oh no I don't need to be loved by you (By you) Fire in my lungs, can't bite the devil on my tongue, oh no I don't need to be loved by you See my lips on her mouth, everybody's talkin' now, baby Ooh, you know it's true (Yeah) That I was born to run, I don't belong to anyone, oh no I don't need to be loved by you (Loved by you)  La, la, la-la, la  She got her hair pulled back 'cause the sweat's drippin' off of her face (Her face) Said, ""It ain't so bad if I wanna make a couple mistakes"" You should know right now that I never stay put in one place Forever and ever, no more (No more)  The midnight sky is the road I'm takin' Head high up in the clouds (Oh, oh)  I was born to run, I don't belong to anyone, oh no I don't need to be loved by you (By you) Fire in my lungs, can't bite the devil on my tongue, oh no I don't need to be loved by you See my lips on her mouth, everybody's talkin' now, baby Ooh, you know it's true (Yeah) That I was born to run, I don't belong to anyone, oh no I don't need to be loved by you (By you)  Oh I don't hide blurry eyes like you Like you  I was born to run, I don't belong to anyone, oh no I don't need to be loved by you (By you) Fire in my lungs, can't bite the devil on my tongue, you know I don't need to be loved by you See his hands 'round my waist, thought you'd never be replaced, baby Ooh, you know it's true (Yeah) That I was born to run, I don't belong to anyone, oh no I don't need to be loved by you (Yeah)  La, la, la-la, la La, la You know it's true, you know it's true Loved by you"
Miley Cyrus,Angels Like You,"84 ContributorsTranslationsTrkeEspaolPortugusItalianoDeutschFranaisSvenskaPolskieskyShqipNederlandsAngels Like You LyricsAngels Like You is the third track and single on Miley Cyrus' seventh studio album Plastic Hearts. The personal nature of the lyrics has led many to believe this song is about Cyrus' ex-girlfriend Kaitlynn Read More  Mmm, mmm, mmm  Flowers in hand, waiting for me Every word in poetry Won't call me by name, only ""baby"" The more that you give, the less that I need Everyone says I look happy When it feels right  I know that you're wrong for me Gonna wish we never met on the day I leave I brought you down to your knees 'Cause they say that misery loves company It's not your fault I ruin everything And it's not your fault I can't be what you need Baby, angels like you can't fly down here with me  I'm everything they said I would be La, la, la I'm everything they said I would be  I'll put you down slow, love you goodbye Before you let go, just one more time Take off your clothes, pretend that it's fine A little more hurt won't kill you Tonight, mother says you don't look happy Close your eyes  I know that you're wrong for me Gonna wish we never met on the day I leave I brought you down to your knees 'Cause they say that misery loves company It's not your fault I ruin everything And it's not your fault I can't be what you need Baby, angels like you can't fly down here with me  I'm everything they said I would be La, la, la, la La, la, la La, la, la Oh, ah, ah Ah, oh Ah, oh  I know that you're wrong for me Gonna wish we never met on the day I leave I brought you down to your knees 'Cause they say that misery loves company It's not your fault I ruin everything (Everything) And it's not your fault I can't be what you need Baby, angels like you can't fly down here with me, oh  Angels like you can't fly down here with me"
Miley Cyrus,The Climb,"67 ContributorsTranslationsThe Climb LyricsThe Climb is a country pop power ballad where Cyrus sings about how rewarding the journey of life is despite the unsure ending. The song was released as the lead single off of the Hannah Montana: The Movie Read More  I can almost see it That dream I'm dreaming, but There's a voice inside my head saying ""You'll never reach it"" Every step I'm taking Every move I make feels lost with no direction My faith is shaken  But I, I gotta keep trying Gotta keep my head held high  There's always gonna be another mountain I'm always gonna wanna make it move Always gonna be an uphill battle Sometimes I'm gonna have to lose Ain't about how fast I get there Ain't about what's waiting on the other side It's the climb  The struggles I'm facing The chances I'm taking Sometimes might knock me down, but No, I'm not breaking I may not know it But these are the moments that I'm gonna remember most, yeah Just gotta keep going  And I, I gotta be strong Just keep pushing on 'cause  There's always gonna be another mountain I'm always gonna wanna make it move Always gonna be an uphill battle Sometimes I'm gonna have to lose Ain't about how fast I get there Ain't about what's waiting on the other side It's the climb  Yeah  There's always gonna be another mountain I'm always gonna wanna make it move Always gonna be an uphill battle Sometimes you're gonna have to lose Ain't about how fast I get there Ain't about what's waiting on the other side It's the climb Yeah  Keep on moving Keep climbing Keep the faith, baby It's all about, it's all about the climb Keep your faith, keep your faith Whoa-ooh-oh"
Selena Gomez,Lose You To Love Me,"186 ContributorsTranslationsBahasa IndonesiaNorsk (bokml  riksml)Ting VitTrkeEspaolPortugusItalianoDeutschFranaisDanskShqipLose You To Love Me Lyrics You promised the world and I fell for it I put you first and you adored it Set fires to my forest And you let it burn Sang off-key in my chorus 'Cause it wasn't yours I saw the signs and I ignored it Rose-colored glasses all distorted Set fire to my purpose And I let it burn You got off on the hurting When it wasn't yours, yeah  We'd always go into it blindly I needed to lose you to find me This dancing was killing me softly I needed to hate you to love me, yeah  To love, love, yeah To love, love, yeah To love, yeah I needed to lose you to love me, yeah To love, love, yeah To love, love, yeah To love, yeah I needed to lose you to love me  I gave my all and they all know it Then you tore me down and now it's showing In two months, you replaced us Like it was easy Made me think I deserved it In the thick of healing, yeah  We'd always go into it blindly I needed to lose you to find me This dancing was killing me softly I needed to hate you to love me, yeah  To love, love, yeah To love, love, yeah To love, yeah I needed to lose you to love me, yeah To love, love, yeah To love, love, yeah To love, yeah I needed to lose you to love me  You promised the world and I fell for it I put you first and you adored it Set fires to my forest And you let it burn Sang off-key in my chorus  To love, love, yeah To love, love, yeah To love, yeah I needed to hate you to love me, yeah To love, love, yeah To love, love, yeah To love, yeah I needed to lose you to love me To love, love, yeah To love, love, yeah To love, yeah  And now the chapter is closed and done To love, love, yeah To love, love, yeah To love, yeah And now it's goodbye, it's goodbye for us"
Selena Gomez,Fetish,"128 ContributorsTranslationsEspaolPortugusTrkeDeutschFranaisFetish Lyrics Take it or leave it Baby, take it or leave it But I know you won't leave it 'Cause I know that you need it (Uh) Look in the mirror When I look in the mirror Baby, I see it clearer Why you wanna be nearer (Uh)  I'm not surprised I sympathize (Ah) I can't deny Your appetite (Ah)  You got a fetish for my love I push you out and you come right back Don't see a point in blamin' you If I were you, I'd do me too You got a fetish for my love I push you out and you come right back Don't see a point in blamin' you If I were you, I'd do me too You got a fetish for my love  Reachin' your limit Say you're reachin' your limit Goin' over your limit But I know you can't quit it (Uh) Somethin' about me Got you hooked on my body Take you over and under and twisted up like origami (Uh)  I'm not surprised I sympathize (Ah) I can't deny Your appetite (Ah)  You got a fetish for my love I push you out and you come right back Don't see a point in blaming you If I were you, I'd do me too You got a fetish for my love I push you out and you come right back Don't see a point in blaming you If I were you, I'd do me too (It's Gucci) You got a fetish for my love  The way you walk, the way you talk I blame you 'cause it's all your fault You're playin' hard, don't turn me off You actin' hard, but I know you soft You my fetish, I'm so with it All these rumors bein' spreaded Might as well go 'head and whip it 'Cause they sayin' we already did it Call on Gucci if you ever need me I'll be South Beach in the drop top gleamin' Water diamonds, Aquafina Just need you in a blue bikini  You got a fetish for my love I push you out and you come right back Don't see a point in blamin' you If I were you, I'd do me too You got a fetish for my love I push you out and you come right back Don't see a point in blamin' you If I were you, I'd do me too You got a fetish for my love"
Selena Gomez,Bad Liar,"130 ContributorsTranslationsPortugusFranaisBad Liar Lyrics I was walking down the street the other day Tryna distract myself But then I see your face Oh, wait, that's someone else Tryna play it coy Tryna make it disappear But just like the battle of Troy There's nothing subtle here In my room, there's a king-size space Bigger than it used to be If you want, you can rent that place Call me an amenity Even if it's in my dreams  Ooh, you're taking up a fraction of my mind Ooh, every time I watch you serpentine  Oh, I'm tryin', I'm tryin', I'm tryin', I'm tryin', I'm tryin' Oh, tryin', I'm tryin', I'm tryin', I'm tryin', I'm tryin' Not to think about you No, no, no, no, not to think about you Oh, no, no, no, no I'm tryin', I'm tryin', I'm tryin', I'm tryin', I'm tryin' Oh, tryin', I'm tryin', I'm tryin', I'm tryin', I'm tryin' Not to give in to you No, no, no, no, not to give in to you (Oh)  With my feelings on fire Guess I'm a bad liar  I see how your attention builds It's like looking in a mirror Your touch like a happy pill But still all we do is fear, oh-oh What could possibly happen next? Can we focus on the love? Paint my kiss across your chest If you're the art, I'll be the brush  Ooh, you're taking up a fraction of my mind (Of my mind) Ooh, every time I watch you serpentine  Oh, I'm tryin', I'm tryin', I'm tryin', I'm tryin', I'm tryin' Oh, tryin', I'm tryin', I'm tryin', I'm tryin', I'm tryin' Not to think about you (Not to think about you) No, no, no, no, not to think about you (Not to think about you) Oh, no, no, no, no I'm tryin', I'm tryin', I'm tryin', I'm tryin', I'm tryin' Oh, tryin', I'm tryin', I'm tryin', I'm tryin', I'm tryin' Not to give in to you (Not to give in to you) No, no, no, no, not to give in to you (Not to give in to you, oh)  With my feelings on fire Guess I'm a bad liar  And oh, baby, let's make reality actuality, a reality Oh, baby, let's make reality actuality, a reality (Oh)  Oh, I'm tryin', I'm tryin', I'm tryin', I'm tryin', I'm tryin' Oh, tryin', I'm tryin', I'm tryin', I'm tryin', I'm tryin' Not to think about you (Think about you) No, no, no, no, not to think about you (Think about you) Oh, no, no, no, no I'm tryin', I'm tryin', I'm tryin', I'm tryin', I'm tryin' Oh, tryin', I'm tryin', I'm tryin', I'm tryin', I'm tryin' Not to give in to you (Not to give in to you) No, no, no, no, not to give in to you (Not to give in to you, oh)  With my feelings on fire Guess I'm a bad liar"
Selena Gomez,Back To You,"122 ContributorsTranslationsEspaolPortugusBack To You Lyrics I know you say you know me, know me well But these days I don't even know myself, no I always thought I'd be with someone else I thought I would own the way I felt, yeah  I call you but you never even answer I tell myself I'm done with wicked games But then I get so numb with all the laughter That I forget about the pain  Oh, you stress me out, you kill me You drag me down, you fuck me up We're on the ground, we're screaming I don't know how to make it stop I love it, I hate it And I can't take it But I keep on coming back to you  I know my friends, they give me bad advice Like move on, get you out my mind But don't you think I haven't even tried? You got me cornered and my hands are tied  You got me so addicted to the drama I tell myself I'm done with wicked games But then I get so numb with all the laughter That I forget about the pain  Oh, you stress me out, you kill me You drag me down, you fuck me up We're on the ground, we're screaming I don't know how to make it stop I love it, I hate it And I can't take it But I keep on coming back to you  (Back to you) Oh no, no, I just keep on coming back to you (Back to you) Oh no, no, I just keep on coming back to you  And I guess you'll never know All the bullshit that you put me through And I guess you'll never know, no  Yeah, so you can cut me up and kiss me harder You can be the pill to ease the pain 'Cause I know I'm addicted to your drama Baby, here we go again  Oh, you stress me out, you kill me You drag me down, you fuck me up We're on the ground, we're screaming I don't know how to make it stop I love it, I hate it And I can't take it But I keep on coming back to you  (Back to you) Oh no, no, I just keep on coming back to you (Back to you) Oh no, no, I just keep on coming back to you (To you) (Back to you, to you) I just keep on coming back to you"
Selena Gomez,Look At Her Now,"72 ContributorsTranslationsDanskTrkeEspaolPortugusItalianoDeutschFranaisHrvatskiLook At Her Now Lyrics Yeah  They fell in love one summer A little too wild for each other Shiny 'til it wasn't Feels good 'til it doesn't It was her first real lover His too 'til he had another Oh, God, when she found out Trust levels went way down  Of course she was sad But now she's glad she dodged a bullet (Mm) Took a few years to soak up the tears But look at her now, watch her go  Mm-mm-mm, mm-mm-mm, mm-mm Look at her now, watch her go Mm-mm-mm, mm-mm-mm, mm-mm Wow, look at her now Mm-mm-mm, mm-mm-mm, mm-mm Look at her now, watch her go Mm-mm-mm, mm-mm-mm, mm-mm Wow, look at her now  Wow, look at her now  Fast nights that got him That new life was his problem Not saying she was perfect Still regrets that moment Like that night Wasn't wrong, wasn't right, yeah What a thing to be human (What a thing to be human) Made her more of a woman (Made her more of a woman)  Of course she was sad But now she's glad she dodged a bullet (Mm) Took a few years to soak up the tears But look at her now, watch her go  Mm-mm-mm, mm-mm-mm, mm-mm Look at her now, watch her go Mm-mm-mm, mm-mm-mm, mm-mm Wow, look at her now (Look at her now) Mm-mm-mm, mm-mm-mm, mm-mm Look at her now, watch her go Mm-mm-mm, mm-mm-mm, mm-mm Wow, look at her now  (Ah) Wow, look at her now (Look at her now) (Look at her now) Wow, look at her now  She knows she'll find love (She knows) Only if she wants it She knows she'll find love (She knows) She knows she'll find love (She knows) Only if she wants it She knows she'll find love (She knows) On the up from the way down Look at her now, watch her go  Mm-mm, look at her now, mm-mm (Oh) She knows she'll find love (She knows she will) Only if she wants it She knows she'll find love Look at her now, yeah (Look at her now) She knows she'll find love (She knows she will) Only if she wants it She knows she'll find love Wow, look at her now"
Selena Gomez,Good for You,"138 ContributorsTranslationsTrkeEspaolPortugusPortugusDeutschSelena Gomez - Good For You (Traduction franaise)PolskiGood for You Lyrics  I'm on my 14 carats I'm 14 carat Doing it up like Midas Now you say I got a touch So good, so good Make you never wanna leave So don't, so don't  Gonna wear that dress you like, skin-tight Do my hair up real, real nice And syncopate my skin to your heart beating  Cause I just wanna look good for you, good for you I just wanna look good for you, good for you Let me show you how proud I am to be yours Leave this dress a mess on the floor And still look good for you, good for you  I'm on my marquise diamonds I'm a marquise diamond Could even make that Tiffany jealous You say I give it to you hard So bad, so bad Make you never wanna leave I won't, I won't  Gonna wear that dress you like, skin-tight Do my hair up real, real nice And syncopate my skin to how you're breathing  Cause I just wanna look good for you, good for you I just wanna look good for you, good for you Let me show you how proud I am to be yours Leave this dress a mess on the floor And still look good for you, good for you  Trust me, I can take you there Trust me, I can take you there Trust me, I, trust me, I, trust me, I Hold on, take a minute, love Cause I ain't trying to fuck your image up Like we mess around in triple cuffs Stumble 'round town, pull your zipper up Pants sag like I don't give a I ain't trying to fuck your business up And I ain't trying to get you into stuff But the way you touchin' on me in the club Rubbin' on my miniature John Hancock, fuck the signature Any time I hit it, know she finna fall through And every time we get up, always end up on the news Ain't worried bout no press and ain't worried bout the next bitch They love the way you dress and ain't got shit up on you Jackpot, hit the jackpot Just met a bad bitch without the ass shots You look good, girl, you know you did good, don't you? You look good, girl, bet it feel good, don't it?  Cause I just wanna look good for you, good for you Baby, let me be good to you, good to you Let me show you how proud I am to be yours Leave this dress a mess on the floor And still look good for you, good for you  Trust me, I, trust me, I, trust me, I"
Selena Gomez,The Heart Wants What It Wants,"84 ContributorsTranslationsFranaisTrkePolskiThe Heart Wants What It Wants Lyrics What the heart wants What the heart wants What the heart wants (Wants, wants, wants)  You got me sipping on something I can't compare to nothing I've ever known I'm hoping that after this fever I'll survive I know I'm acting a bit crazy Strung out, a little bit hazy Hand over heart, I'm praying That I'm gonna make it out alive  The bed's getting cold and you're not here The future that we hold is so unclear But I'm not alive until you call And I'll bet the odds against it all Save your advice, 'cause I won't hear You might be right, but I don't care There's a million reasons why I should give you up  But the heart wants what it wants The heart wants what it wants  You got me scattered in pieces Shining like stars and screaming Lighting me up like Venus But then you disappear and make me wait And every second's like torture Heroin drip, no more so Finding a way to let go Baby, baby, no, I can't escape  The bed's getting cold and you're not here The future that we hold is so unclear But I'm not alive until you call And I'll bet the odds against it all Save your advice, 'cause I won't hear You might be right, but I don't care There's a million reasons why I should give you up  But the heart wants what it wants The heart wants what it wants The heart wants what it wants The heart wants what it wants  This is a modern fairytale No happy endings, no wind in our sails But I can't imagine a life without Breathless moments Breaking me down, down, down, down  The bed's getting cold and you're not here The future that we hold is so unclear But I'm not alive until you call And I'll bet the odds against it all Save your advice, 'cause I won't hear You might be right, but I don't care There's a million reasons why I should give you up  But the heart wants what it wants The heart wants what it wants The heart wants what it wants The heart wants what it wants  The heart wants what it wants, baby The heart wants what it wants, baby It wants what it wants It wants what it wants The heart wants what it wants, baby The heart wants what it wants, baby"
Selena Gomez,Wolves,"238 ContributorsTranslationsEnglishPortugusEnglishSvenskaTrkeWolves Lyrics  Lost out, beat up Dancin', down there I found you, somewhere out 'Round, 'round there, right, right there Lost and beat up Down there, dancin' I found you, somewhere out Right down there, right 'round there  Lost and found out Turned out, how you thought Daddy found out That you turned out how you turned out If mama knew now How you turned out, you too wild You too wild, you too wild You too wild, I need you now Love you (Got to) Love you (Love you) Found you, found you Right now, right now Right now, right now If your mama knew how You turned out, you too wild You too wild, you too wild You too wild, and I need you now Lost and found out  Cry, I'm not sorry Cry, who needs sorry when there's Hennessy? Don't fool yourself Your eyes don't lie, you're much too good to be true Don't fire fight Yeah, I feel you burning, everything's burning Don't fly too high Your wings might melt, you're much too good to be true I'm just bad for you I'm just bad, bad, bad for you I was lost and beat up Turned out, burned up You found me through a heartache Didn't know me, you were drawn in I was lost and beat up I was warm flesh on Caesar You found me in your gaze Well, I found me, oh, Jesus I was too wild, I was too wild I was too wild, I was too wild I was too wild, I was too wild  And I need you now Lost and found out Yeah  You gotta let me know if I could be your Joseph Only tell you real shit, that's the tea, no sip Don't trip, don't trip, that pussy slippery, no whip We ain't trippin' on shit, we just sippin' on this Just forget the whole shit, we could laugh about nothin' I impreg-a-nate your mind, let's have a baby without fuckin', yo I know it's corny bitches you wish you could unfollow I know it's corny niggas you wish you could unswallow I know it's corny bitches you wish you could unfollow I know it's corny niggas you wish you could unswallow Ayy, I know it's corny bitches you wish you could unfollow I know it's corny niggas you wish you could unswallow You tried to play nice, everybody just took advantage You left your fridge open, somebody just took a sandwich I said, ""Baby, what if you was clubbin' Thuggin', hustlin' before you met your husband?"" Then I said, ""What if Mary was in the club 'Fore she met Joseph, around hella thugs?"" Cover Nori in lambs' wool We surrounded by the fuckin' wolves (What if Mary) ""What if Mary (Was in the club) Was in the club 'Fore she met Joseph with no love?"" Cover Saint in lambs' wool (And she was) We surrounded by (Surrounded by) The fuckin' wolves"
Selena Gomez,Hands To Myself,"110 ContributorsTranslationsEspaolFranaisPortugusTrkePolskiHands To Myself Lyrics Can't keep my hands to myself No matter how hard I'm trying to I want you all to myself You're metaphorical gin and juice So come on, give me a taste Of what it's like to be next to you Won't let one drop go to waste You're metaphorical gin and juice (Oh) 'Cause all of the downs and the uppers Keep making love to each other And I'm trying, I'm trying, I'm trying, I'm trying All of the downs and the uppers Keep making love to each other And I'm trying, I'm trying, I'm trying, but I  Can't keep my hands to myself My hands to myself Can't keep my hands to myself My hands to myself  The doctors say you're no good But people say what they wanna say And you should know if I could I'd breathe you in every single day, oh (Oh)  'Cause all of the downs and the uppers Keep making love to each other And I'm trying, I'm trying, I'm trying, I'm trying All of the downs and the uppers Keep making love to each other And I'm trying, I'm trying, I'm trying, but I  Can't keep my hands to myself My hands to myself Can't keep my hands to myself My hands to myself  Can't keep my hands to myself I want it all, no, nothing else Can't keep my hands to myself Give me your all and nothing else Oh, I, I want it all I want it all I want it all (Ooh) Can't keep my hands to myself I mean, I could, but why would I want to?  My hands to myself (Oh) Can't keep my hands to myself My hands to myself (Can't keep, keep my) Can't keep my hands to myself I want it all, no, nothing else Can't keep my hands to myself Give me your all and nothing else (Oh) Can't keep my hands to myself"
Selena Gomez,How Does It Feel To Be Forgotten,"35 ContributorsTranslationsItalianoPortugusTrkeEspaolHow Does It Feel To Be Forgotten Lyrics I sip it in the way he likes Ruby red, lockin' eyes Lipstick kisses with no ice On the edge, paradise  And you walked in, big-ass grin Talkin' like we're friends, honey, what were you thinkin'? He loves me, I love him Look at you, just look at you now  You're so embarrassin' Go cry when no one's watchin' I can't imagine it How does it feel to be forgotten? (Ah) Forgotten? (Ah-ah) How does it feel? I hope one day you heal How does it feel to be forgotten? Forgotten?  I know it must be difficult I know it isn't what you thought, no  'Caus you walked in, big-ass grin Talkin' like we'r friends, honey, what were you thinkin'? He loves me, I love him Look at you, just look at you now  You're so embarrassin' Go cry when no one's watchin' I can't imagine it How does it feel to be forgotten? (Ah) Forgotten? (Ah-ah) How does it feel? I hope one day you heal How does it feel to be forgotten? Forgotten?  Ahora todo est dicho y hecho Todo est olvidado"
Post Malone,White Iverson,"240 ContributorsTranslationsTrkePortugusNederlandsEspaolWhite Iverson Lyrics Double OT I'm a new three Saucin', saucin', I'm saucin' on you I'm swaggin', I'm swaggin', I'm swaggin', oh-ooh (Swaggin') I'm ballin', I'm ballin', Iverson on you (Swish, ooh, ayy) Watch out, watch out, watch out, yeah That's my shot, that's my shot, that's my shot, yeah Spendin', I'm spendin' all my fuckin' pay  I got me some braids and I got me some hoes Started rockin' the sleeve, I can't ball with no Joes You know how I do it, Concords on my toes (This shit is hard) Oh I ain't rich yet, but you know I ain't broke, ah So if I see it, I like it, buy that from the store, ah (Store, ah) I'm with some white girls and they love them the coca (Coca) Like they OT Double OT like I'm KD, smokin' OG (Smokin' OG) And you know me, in my 2-3s and my gold teeth (And my gold teeth) Bitch, I'm smiling, bet you see me from the nosebleeds (Nosebleeds) I'm the new three and I change out to my new 3s (To my new 3s)  White Iverson When I started ballin', I was young You gon' think about me when I'm gone I need that money like the ring I never won, I won Saucin', saucin', I'm saucin' on you I'm swaggin', I'm swaggin', I'm swaggin', oh-ooh I'm ballin', I'm ballin', Iverson on you Watch out, watch out, watch out, yeah That's my shot, that's my shot, that's my shot, yeah Spendin', I'm spendin' all my fuckin' pay  Ooh, Stoney Cigarettes and a headband Commas, commas in my head, man Slumped over like a dead man Red and black, 'bout my bread, man I'm the answer, never question Lace up, learn a lesson Bitch, I'm saucin' (Wow), I do this often, don't do no talkin' (No) My options right when I walk in, jump all them Jordans (Ooh) I'm ballin', money jumpin' Like I'm Davis from New Orleans Or bitch, I'm Harden, I don't miss nothin' Fuck practice, this shit just happens, know y'all can't stand it (Ayy) I have it, I never pass it, I work my magic High average, ball on these bastards, it makes me happy It's tragic, I make it happen, and all y'all Shaqtin'  White Iverson When I started ballin', I was young You gon' think about me when I'm gone I need that money like the ring I never won, I won Saucin', saucin', I'm saucin' on you I'm swaggin', I'm swaggin', I'm swaggin', oh-ooh I'm ballin', I'm ballin', Iverson on you Watch out, watch out, watch out, yeah That's my shot, that's my shot, that's my shot, yeah Spendin', I'm spendin' all my fuckin' pay  Ooh-ooh Ooh-ooh Ooh-ooh Ooh-ooh"
Post Malone,Sunflower,"274 ContributorsTranslationsTrkeEspaolFranaisNederlandsDeutschSunflower Lyrics Ayy, ayy, ayy, ayy (Ooh) Ooh, ooh, ooh, ooh (Ooh) Ayy, ayy Ooh, ooh, ooh, ooh  Needless to say, I keep a check She was a bad-bad, nevertheless (Yeah) Callin' it quits now, baby, I'm a wreck (Wreck) Crash at my place, baby, you're a wreck (Wreck) Needless to say, I'm keeping a check She was a bad-bad, nevertheless Callin' it quits now, baby, I'm a wreck Crash at my place, baby, you're a wreck Thinkin' in a bad way, losin' your grip Screamin' at my face, baby, don't trip Someone took a big L, don't know how that felt Lookin' at you sideways, party on tilt Ooh-ooh, some things you just can't refuse She wanna ride me like a cruise and I'm not tryna lose  Then you're left in the dust, unless I stuck by ya You're the sunflower, I think your love would be too much Or you'll be left in the dust, unless I stuck by ya You're the sunflower, you're the sunflower  Every time I'm leavin' on ya (Ooh) You don't make it easy, no (No, no) Wish I could be there for ya (Ooh) Give me a reason to, oh (Oh) Every time I'm walkin' out (Oh) I can hear you tellin' me to turn around (Oh, oh) Fightin' for my trust and you won't back down (No) Even if we gotta risk it all right now, oh (Now) I know you're scared of the unknown (Known) You don't wanna be alone (Alone) I know I always come and go (And go) But it's out of my control  And you'll be left in the dust, unless I stuck by ya You're the sunflower, I think your love would be too much Or you'll be left in the dust, unless I stuck by ya You're the sunflower, you're the sunflower (Yeah)"
Post Malone,Congratulations,"243 ContributorsTranslationsNederlandsItalianoDeutschTrkeCongratulations Lyrics Yeah, yeah Yeah (Hey)  My mama called, seen you on TV, son Said shit done changed ever since we was on I dreamed it all ever since I was young They said I wouldn't be nothing Now they always say, ""Congratulations"" (Uh, uh, uh) Worked so hard, forgot how to vacation (Uh-huh) They ain't never had the dedication (Uh, uh) People hatin', say we changed and look, we made it (Uh, uh) Yeah, we made it (Uh, uh, uh)  They was never friendly, yeah Now I'm jumping out the Bentley, yeah And I know I sound dramatic, yeah But I know I had to have it, yeah For the money, I'm a savage, yeah I be itching like an addict, yeah I'm surround by twenty bad bitch, yeah But they didn't know me last year, yeah Everyone wanna act like they important (Yeah-yeah-yeah, yeah-yeah-yeah) But all that mean nothing when I saw my dough, yeah (Yeah-yeah-yeah, yeah-yeah-yeah) Everyone countin' on me drop the ball, yeah (Yeah-yeah-yeah, yeah-yeah-yeah) Everything custom like I'm at the border, yeah, yeah If you fuck with winning, put your lighters to the sky How could I make cents when I got millions on my mind? Coming with that bullshit, I just put it to the side Balling since a baby, they could see it in my eyes  My mama called, seen you on TV, son Said shit done changed ever since we was on I dreamed it all ever since I was young They said I wouldn't be nothing Now they always say, ""Congratulations"" (Congratulations) Worked so hard, forgot how to vacation (Ooh) They ain't never had the dedication (Uh, uh, ayy) People hatin', say we changed and look we made it (Uh, uh) Yeah, we made it (Uh, uh, uh, yeah)  I was patient (Yeah, oh) I was patient (Ayy, uh) Now I can scream that we made it (We made it) Now everywhere, everywhere I go, they say 'gratulation (Uh) Young nigga, young nigga graduation (Yeah) I pick up the rock and I ball, baby (Ball) I'm looking for someone to call, baby (Brr) But right now, I got a situation (Ayy) Nothin' but old Ben, Ben Franklins (Cash) Big rings (Woo), champagne (Champagne) My life is like a ball game (Ball game) But instead, I'm in the trap, though (Trap, though) Pot so big, call it Super Bowl (Super Bowl) Super Bowl, call the hoes (Brr), get in the Rolls (Skrrt) Top-floor lifestyle (Top), Huncho and Post (Yeah, ayy) Malone (Ayy), I got a play on my phone (Ayy) You know what I'm on (Ayy), Huncho Houdini, it's gone (Ayy)  My mama called, seen you on TV, son Said shit done changed ever since we was on I dreamed it all ever since I was young They said I wouldn't be nothing Now they always say, ""Congratulations"" (Ayy, uh, uh, uh) Worked so hard, forgot how to vacation (Uh-huh, ooh) They ain't never had the dedication (Ayy, uh, uh) People hatin', say we changed and look we made it (Yeah,  uh, uh) Yeah, we made it (Ayy)  Hey, hey, hey, hey Hey, hey, hey, hey"
